"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"RP","Peter Moylan",4000,"CWS@KC 08:15PM ET",3.930,"KC"
"RP","Matt Belisle",4000,"StL@Was 07:05PM ET",1.900,"Was"
"RP","Chin-Hui Tsao",4000,"LAD@NYM 07:10PM ET",-0.325,"LAD"
"RP","Sean Marshall",4000,"Cin@Mil 08:10PM ET",0,"Cin"
"RP","Jason Motte",4000,"SF@Col 08:40PM ET",5.650,"Col"
"RP","Jonathan Papelbon",4000,"StL@Was 07:05PM ET",2.189,"Was"
"RP","Jim Henderson",4000,"LAD@NYM 07:10PM ET",2.762,"NYM"
"RP","Brad Ziegler",4000,"SD@Ari 09:40PM ET",2.147,"Ari"
"RP","Matt Thornton",4000,"SD@Ari 09:40PM ET",0,"SD"
"OF","Rickie Weeks Jr.",4000,"SD@Ari 09:40PM ET",3.121,"Ari"
"RP","Darin Downs",4000,"Hou@LAA 10:05PM ET",0,"Hou"
"RP","Eric O'Flaherty",4000,"Mia@Atl 07:35PM ET",0.910,"Atl"
"RP","Tyler Clippard",4000,"SD@Ari 09:40PM ET",3.163,"Ari"
"SP","Felipe Paulino",4000,"Bos@Tor 07:07PM ET",0,"Bos"
"RP","Yusmeiro Petit",4000,"StL@Was 07:05PM ET",6.732,"Was"
"RP","Boone Logan",4000,"SF@Col 08:40PM ET",2.839,"Col"
