"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"RP","Alexi Ogando",4000,"Mia@Atl 07:35PM ET",2.718,"Atl"
"RP","Aaron Laffey",4000,"StL@Was 07:05PM ET",0,"Was"
"RP","Fernando Rodriguez",4000,"Det@Oak 10:05PM ET",4.583,"Oak"
"RP","Matt Bush",4000,"Pit@Tex 08:05PM ET",4.064,"Tex"
"RP","Jake McGee",4000,"SF@Col 08:40PM ET",1.918,"Col"
"RP","Carlos Torres",4000,"Cin@Mil 08:10PM ET",2.827,"Mil"
"RP","Jerry Blevins",4000,"LAD@NYM 07:10PM ET",2.425,"NYM"
"RP","Brandon Kintzler",4000,"Min@Sea 10:10PM ET",2.956,"Min"
"RP","Ryan Webb",4000,"NYY@TB 07:10PM ET",1.750,"TB"
"RP","Mark Lowe",4000,"Det@Oak 10:05PM ET",1.808,"Det"
"RP","Glen Perkins",4000,"Min@Sea 10:10PM ET",1.450,"Min"
"RP","Wade Davis",4000,"CWS@KC 08:15PM ET",3.500,"KC"
"RP","Javy Guerra",4000,"Hou@LAA 10:05PM ET",0.988,"LAA"
"RP","Franklin Morales",4000,"Bos@Tor 07:07PM ET",0.750,"Tor"
"RP","J.P. Howell",4000,"LAD@NYM 07:10PM ET",1.553,"LAD"
"RP","Jonny Venters",4000,"Mia@Atl 07:35PM ET",0,"Atl"
"RP","Samuel Deduno",4000,"Bal@Cle 07:10PM ET",0,"Bal"
"RP","Ross Ohlendorf",4000,"Cin@Mil 08:10PM ET",3.305,"Cin"
"RP","Huston Street",4000,"Hou@LAA 10:05PM ET",2.628,"LAA"
"RP","Tony Sipp",4000,"Hou@LAA 10:05PM ET",2.428,"Hou"
"RP","Xavier Cedeno",4000,"NYY@TB 07:10PM ET",2.832,"TB"
"RP","Mike Dunn",4000,"Mia@Atl 07:35PM ET",0,"Mia"
"OF","Michael Saunders",4000,"Bos@Tor 07:07PM ET",8.452,"Tor"
"SP","Cesar Ramos",4000,"Pit@Tex 08:05PM ET",9.440,"Tex"
"RP","Josh Outman",4000,"Mia@Atl 07:35PM ET",0,"Atl"
"RP","Craig Stammen",4000,"Bal@Cle 07:10PM ET",0,"Cle"
"SP","Steve Johnson",4000,"Min@Sea 10:10PM ET",4.286,"Sea"
"RP","Sergio Romo",4000,"SF@Col 08:40PM ET",1.575,"SF"
"OF","Jacoby Ellsbury",4000,"NYY@TB 07:10PM ET",7.897,"NYY"
"RP","Kenley Jansen",4000,"LAD@NYM 07:10PM ET",3.708,"LAD"
"RP","Trevor Bell",4000,"Cin@Mil 08:10PM ET",0,"Cin"
"RP","Anthony Varvaro",4000,"Bos@Tor 07:07PM ET",0,"Bos"
"RP","Seung Hwan Oh",4000,"StL@Was 07:05PM ET",4.406,"StL"
"RP","Deolis Guerra",4000,"Hou@LAA 10:05PM ET",1.850,"LAA"
"RP","Luke Hochevar",4000,"CWS@KC 08:15PM ET",3.430,"KC"
"RP","Andrew Miller",4000,"NYY@TB 07:10PM ET",5.484,"NYY"
"SP","Tim Lincecum",4000,"Hou@LAA 10:05PM ET",0,"LAA"
"RP","Jeremy Jeffress",4000,"Cin@Mil 08:10PM ET",2.659,"Mil"
"RP","Ryan Buchter",4000,"SD@Ari 09:40PM ET",4.242,"SD"
"RP","Darren O'Day",4000,"Bal@Cle 07:10PM ET",3.526,"Bal"
"RP","Bryan Morris",4000,"Mia@Atl 07:35PM ET",1.590,"Mia"
"RP","Adam Ottavino",4000,"SF@Col 08:40PM ET",0,"Col"
"SP","Cory Rasmus",4000,"Hou@LAA 10:05PM ET",2.427,"LAA"
"RP","Joba Chamberlain",4000,"Bal@Cle 07:10PM ET",3.450,"Cle"
"RP","Wade LeBlanc",4000,"Hou@LAA 10:05PM ET",0,"LAA"
"RP","Blake Wood",4000,"Cin@Mil 08:10PM ET",2.513,"Cin"
"RP","Zach Britton",4000,"Bal@Cle 07:10PM ET",4.429,"Bal"
"RP","Joe Smith",4000,"Hou@LAA 10:05PM ET",2.052,"LAA"
"RP","Zach McAllister",4000,"Bal@Cle 07:10PM ET",2.750,"Cle"
"RP","Jared Hughes",4000,"Pit@Tex 08:05PM ET",0.750,"Pit"
"RP","Nate Adcock",4000,"Bal@Cle 07:10PM ET",0,"Bal"
"RP","Josh Ravin",4000,"LAD@NYM 07:10PM ET",0,"LAD"
"RP","Chris Hatcher",4000,"LAD@NYM 07:10PM ET",1.835,"LAD"
"RP","George Kontos",4000,"SF@Col 08:40PM ET",2.036,"SF"
"RP","Dellin Betances",4000,"NYY@TB 07:10PM ET",5.228,"NYY"
"RP","Will Harris",4000,"Hou@LAA 10:05PM ET",4.064,"Hou"
"RP","Mark Melancon",4000,"Pit@Tex 08:05PM ET",2.217,"Pit"
"RP","Tony Barnette",4000,"Pit@Tex 08:05PM ET",2.942,"Tex"
"RP","Jordan Walden",4000,"StL@Was 07:05PM ET",0,"StL"
"RP","David Carpenter",4000,"NYY@TB 07:10PM ET",0,"TB"
"RP","Tony Watson",4000,"Pit@Tex 08:05PM ET",3.095,"Pit"
"RP","Jeff Manship",4000,"Bal@Cle 07:10PM ET",1.406,"Cle"
"RP","Jon Edwards",4000,"SD@Ari 09:40PM ET",0,"SD"
"OF","Josh Reddick",4000,"Det@Oak 10:05PM ET",7.854,"Oak"
"RP","David Robertson",4000,"CWS@KC 08:15PM ET",4.294,"CWS"
"RP","Sam Dyson",4000,"Pit@Tex 08:05PM ET",2.615,"Tex"
"RP","Brad Boxberger",4000,"NYY@TB 07:10PM ET",0,"TB"
"RP","Cory Luebke",4000,"Pit@Tex 08:05PM ET",-1.738,"Pit"
"RP","Preston Claiborne",4000,"Mia@Atl 07:35PM ET",0,"Mia"
"RP","Luke Gregerson",4000,"Hou@LAA 10:05PM ET",2.779,"Hou"
"RP","Neftali Feliz",4000,"Pit@Tex 08:05PM ET",2.976,"Pit"
"RP","Antonio Bastardo",4000,"LAD@NYM 07:10PM ET",3.353,"NYM"
"RP","Fernando Salas",4000,"Hou@LAA 10:05PM ET",3.466,"LAA"
"RP","John Axford",4000,"Det@Oak 10:05PM ET",2.482,"Oak"
"RP","Ross Detwiler",4000,"Bal@Cle 07:10PM ET",0.900,"Cle"
"RP","Dan Otero",4000,"Bal@Cle 07:10PM ET",3.287,"Cle"
"RP","Brett Cecil",4000,"Bos@Tor 07:07PM ET",1.041,"Tor"
"RP","Nick Hagadone",4000,"Cin@Mil 08:10PM ET",0,"Mil"
"RP","Nate Jones",4000,"CWS@KC 08:15PM ET",3.375,"CWS"
"RP","Shawn Kelley",4000,"StL@Was 07:05PM ET",3.580,"Was"
"RP","Marc Rzepczynski",4000,"Det@Oak 10:05PM ET",1.648,"Oak"
"RP","Tommy Hunter",4000,"Bal@Cle 07:10PM ET",2.367,"Cle"
"RP","Steve Cishek",4000,"Min@Sea 10:10PM ET",4.123,"Sea"
"RP","Greg Holland",4000,"CWS@KC 08:15PM ET",0,"KC"
"C","Travis d'Arnaud",4000,"LAD@NYM 07:10PM ET",4.077,"NYM"
"RP","Sean Doolittle",4000,"Det@Oak 10:05PM ET",2.909,"Oak"
"RP","Ryan Pressly",4000,"Min@Sea 10:10PM ET",2.650,"Min"
"RP","Ryan Brasier",4000,"Det@Oak 10:05PM ET",0,"Oak"
"RP","T.J. McFarland",4000,"Bal@Cle 07:10PM ET",1.800,"Bal"
"RP","Cory Gearrin",4000,"SF@Col 08:40PM ET",1.755,"SF"
"RP","Charlie Furbush",4000,"Min@Sea 10:10PM ET",0,"Sea"
"RP","Michael Blazek",4000,"Cin@Mil 08:10PM ET",2.854,"Mil"
"SP","Josh Collmenter",4000,"SD@Ari 09:40PM ET",0,"Ari"
"RP","Sammy Solis",4000,"StL@Was 07:05PM ET",3.655,"Was"
"RP","Hunter Strickland",4000,"SF@Col 08:40PM ET",3.103,"SF"
"RP","Pedro Baez",4000,"LAD@NYM 07:10PM ET",2.975,"LAD"
"RP","Mitch Harris",4000,"StL@Was 07:05PM ET",0,"StL"
"RP","Tommy Layne",4000,"Bos@Tor 07:07PM ET",2.468,"Bos"
"RP","Evan Scribner",4000,"Min@Sea 10:10PM ET",0,"Sea"
"SP","Nick Tepesch",4000,"Pit@Tex 08:05PM ET",0,"Tex"
"RP","Jake Diekman",4000,"Pit@Tex 08:05PM ET",3.036,"Tex"
"RP","Fernando Abad",4000,"Min@Sea 10:10PM ET",3.150,"Min"
"RP","J.C. Ramirez",4000,"Cin@Mil 08:10PM ET",3.142,"Cin"
"RP","Jhan Marinez",4000,"Cin@Mil 08:10PM ET",6.180,"Mil"
"RP","Liam Hendriks",4000,"Det@Oak 10:05PM ET",2.432,"Oak"
"RP","Jose Alvarez",4000,"Hou@LAA 10:05PM ET",2.527,"LAA"
"RP","Tim Collins",4000,"CWS@KC 08:15PM ET",0,"KC"
"SP","Scott Diamond",4000,"Min@Sea 10:10PM ET",0,"Min"
"SP","Casey Kelly",4000,"Mia@Atl 07:35PM ET",2.800,"Atl"
"SP","Lance Lynn",4000,"StL@Was 07:05PM ET",0,"StL"
"RP","Kyle Lobstein",4000,"Pit@Tex 08:05PM ET",4.070,"Pit"
"RP","Tanner Scheppers",4000,"Pit@Tex 08:05PM ET",0,"Tex"
"RP","Brad Hand",4000,"SD@Ari 09:40PM ET",3.723,"SD"
"RP","Robbie Ross Jr.",4000,"Bos@Tor 07:07PM ET",4.481,"Bos"
"RP","Craig Kimbrel",4000,"Bos@Tor 07:07PM ET",4.258,"Bos"
"RP","Trevor May",4000,"Min@Sea 10:10PM ET",2.904,"Min"
"RP","Buddy Boshers",4000,"Min@Sea 10:10PM ET",0,"Min"
"RP","Justin Wilson",4000,"Det@Oak 10:05PM ET",2.890,"Det"
"RP","Justin Miller",4000,"SF@Col 08:40PM ET",3.059,"Col"
"RP","Daniel Hudson",4000,"SD@Ari 09:40PM ET",3.145,"Ari"
"RP","Zach Putnam",4000,"CWS@KC 08:15PM ET",3.629,"CWS"
"RP","Nick Vincent",4000,"Min@Sea 10:10PM ET",3.971,"Sea"
"RP","Ryan Cook",4000,"Min@Sea 10:10PM ET",0,"Sea"
"RP","Michael Kohn",4000,"Mia@Atl 07:35PM ET",0,"Atl"
"SP","Chris Rusin",4000,"SF@Col 08:40PM ET",9.389,"Col"
"RP","Jeff Beliveau",4000,"Bal@Cle 07:10PM ET",0,"Bal"
"RP","Will Smith",4000,"Cin@Mil 08:10PM ET",0,"Mil"
"RP","Dan Jennings",4000,"CWS@KC 08:15PM ET",3.373,"CWS"
"RP","Thad Weber",4000,"Bos@Tor 07:07PM ET",0,"Tor"
"RP","Daniel Webb",4000,"CWS@KC 08:15PM ET",6.450,"CWS"
"RP","Brad Brach",4000,"Bal@Cle 07:10PM ET",5.253,"Bal"
"RP","Brian Flynn",4000,"CWS@KC 08:15PM ET",3.820,"KC"
"RP","Aaron Barrett",4000,"StL@Was 07:05PM ET",0,"Was"
"SP","Alex Meyer",4000,"Min@Sea 10:10PM ET",0.525,"Min"
"RP","Brandon Maurer",4000,"SD@Ari 09:40PM ET",2.950,"SD"
"RP","Austin Adams",4000,"Bal@Cle 07:10PM ET",6.250,"Cle"
"3B","Anthony Rendon",4000,"StL@Was 07:05PM ET",7.333,"Was"
"RP","Hunter Cervenka",4000,"Mia@Atl 07:35PM ET",2.086,"Atl"
"RP","Michael Tonkin",4000,"Min@Sea 10:10PM ET",3.926,"Min"
"RP","Randall Delgado",4000,"SD@Ari 09:40PM ET",2.464,"Ari"
"RP","Wilfredo Boscan",4000,"Pit@Tex 08:05PM ET",9.550,"Pit"
"RP","Kelvin Herrera",4000,"CWS@KC 08:15PM ET",3.690,"KC"
"RP","Jenrry Mejia",4000,"LAD@NYM 07:10PM ET",0,"NYM"
"RP","Albert Suarez",4000,"SF@Col 08:40PM ET",5.388,"SF"
"RP","Bryan Shaw",4000,"Bal@Cle 07:10PM ET",2.030,"Cle"
"RP","Arodys Vizcaino",4000,"Mia@Atl 07:35PM ET",4.613,"Atl"
"RP","Jeurys Familia",4000,"LAD@NYM 07:10PM ET",2.837,"NYM"
"RP","Luis Avilan",4000,"LAD@NYM 07:10PM ET",-1.188,"LAD"
"SP","Alex Colome",4000,"NYY@TB 07:10PM ET",4.792,"TB"
"RP","Arquimedes Caminero",4000,"Pit@Tex 08:05PM ET",1.211,"Pit"
"RP","Kevin Siegrist",4000,"StL@Was 07:05PM ET",4.217,"StL"
"SP","Matt Magill",4000,"Cin@Mil 08:10PM ET",0,"Cin"
"RP","Oliver Drake",4000,"Bal@Cle 07:10PM ET",0,"Bal"
"RP","Koji Uehara",4000,"Bos@Tor 07:07PM ET",3.426,"Bos"
"RP","Junichi Tazawa",4000,"Bos@Tor 07:07PM ET",3.690,"Bos"
"1B","Jose Abreu",4000,"CWS@KC 08:15PM ET",7.213,"CWS"
"RP","Drew Storen",4000,"Bos@Tor 07:07PM ET",1.308,"Tor"
"RP","Matt Purke",4000,"CWS@KC 08:15PM ET",4.117,"CWS"
"RP","Mychal Givens",4000,"Bal@Cle 07:10PM ET",5.064,"Bal"
"RP","Alex Wilson",4000,"Det@Oak 10:05PM ET",2.215,"Det"
"RP","A.J. Morris",4000,"Cin@Mil 08:10PM ET",-4.900,"Cin"
"RP","Jake Barrett",4000,"SD@Ari 09:40PM ET",2.850,"Ari"
"RP","Ashur Tolliver",4000,"Bal@Cle 07:10PM ET",8.400,"Bal"
"RP","Louis Coleman",4000,"LAD@NYM 07:10PM ET",2.523,"LAD"
"RP","Caleb Cotham",4000,"Cin@Mil 08:10PM ET",1.331,"Cin"
"RP","Brian Moran",4000,"Min@Sea 10:10PM ET",0,"Sea"
"SP","Miles Mikolas",4000,"Pit@Tex 08:05PM ET",0,"Tex"
"RP","Buddy Baumann",4000,"SD@Ari 09:40PM ET",0,"SD"
"RP","Ian Krol",4000,"Mia@Atl 07:35PM ET",3.020,"Atl"
"RP","Rob Scahill",4000,"Pit@Tex 08:05PM ET",1.306,"Pit"
"RP","Aaron Loup",4000,"Bos@Tor 07:07PM ET",0,"Tor"
"RP","Adam Wilk",4000,"NYY@TB 07:10PM ET",0,"TB"
"RP","Bryan Mitchell",4000,"NYY@TB 07:10PM ET",0,"NYY"
"RP","A.J. Ramos",4000,"Mia@Atl 07:35PM ET",3.305,"Mia"
"RP","Trevor Rosenthal",4000,"StL@Was 07:05PM ET",4.106,"StL"
"RP","Zack Jones",4000,"Cin@Mil 08:10PM ET",0,"Mil"
"RP","Keith Butler",4000,"StL@Was 07:05PM ET",0,"StL"
"RP","Tyler Sturdevant",4000,"NYY@TB 07:10PM ET",0.225,"TB"
"RP","Derek Law",4000,"SF@Col 08:40PM ET",2.757,"SF"
"RP","Pat Light",4000,"Bos@Tor 07:07PM ET",-3.550,"Bos"
"RP","Diego Moreno",4000,"NYY@TB 07:10PM ET",0,"NYY"
"RP","Vidal Nuno",4000,"Min@Sea 10:10PM ET",2.872,"Sea"
"RP","Jake Petricka",4000,"CWS@KC 08:15PM ET",1.600,"CWS"
"RP","Mike Morin",4000,"Hou@LAA 10:05PM ET",1.774,"LAA"
"RP","Ken Giles",4000,"Hou@LAA 10:05PM ET",2.298,"Hou"
"RP","Buck Farmer",4000,"Det@Oak 10:05PM ET",5.750,"Det"
"RP","Paco Rodriguez",4000,"Mia@Atl 07:35PM ET",0,"Atl"
"RP","Jose Cisnero",4000,"Cin@Mil 08:10PM ET",0,"Cin"
"RP","Enny Romero",4000,"NYY@TB 07:10PM ET",2.336,"TB"
"RP","Yhonathan Barrios",4000,"Cin@Mil 08:10PM ET",0,"Mil"
"RP","Felipe Rivero",4000,"StL@Was 07:05PM ET",2.969,"Was"
"RP","Kirby Yates",4000,"NYY@TB 07:10PM ET",3.781,"NYY"
"RP","Jairo Diaz",4000,"SF@Col 08:40PM ET",0,"Col"
"RP","Jose Valdez",4000,"Det@Oak 10:05PM ET",0,"Det"
"RP","Luis Cessa",4000,"NYY@TB 07:10PM ET",3.475,"NYY"
"RP","Gonzalez Germen",4000,"SF@Col 08:40PM ET",3.146,"Col"
"RP","Hansel Robles",4000,"LAD@NYM 07:10PM ET",3.505,"NYM"
"RP","Yimi Garcia",4000,"LAD@NYM 07:10PM ET",1.572,"LAD"
"RP","Lisalverto Bonilla",4000,"LAD@NYM 07:10PM ET",0,"LAD"
"RP","Aroldis Chapman",4000,"NYY@TB 07:10PM ET",3.975,"NYY"
"RP","Ian Thomas",4000,"LAD@NYM 07:10PM ET",0,"LAD"
"RP","Seth Maness",4000,"StL@Was 07:05PM ET",0.577,"StL"
"RP","Tommy Kahnle",4000,"CWS@KC 08:15PM ET",2.767,"CWS"
"RP","Matt Barnes",4000,"Bos@Tor 07:07PM ET",3.497,"Bos"
"RP","Dean Kiekhefer",4000,"StL@Was 07:05PM ET",2.417,"StL"
"RP","Scott Alexander",4000,"CWS@KC 08:15PM ET",5.417,"KC"
"RP","Tyler Thornburg",4000,"Cin@Mil 08:10PM ET",4.119,"Mil"
"RP","Shawn Tolleson",4000,"Pit@Tex 08:05PM ET",0.340,"Tex"
"SP","Brandon Cumpton",4000,"Pit@Tex 08:05PM ET",0,"Pit"
"RP","A.J. Schugel",4000,"Pit@Tex 08:05PM ET",3.369,"Pit"
"RP","Luke Jackson",4000,"Pit@Tex 08:05PM ET",-2.550,"Tex"
"RP","Cam Bedrosian",4000,"Hou@LAA 10:05PM ET",3.341,"LAA"
"SP","Jesse Biddle",4000,"Mia@Atl 07:35PM ET",0,"Atl"
"RP","Addison Reed",4000,"LAD@NYM 07:10PM ET",3.473,"NYM"
"RP","Josh Osich",4000,"SF@Col 08:40PM ET",1.498,"SF"
"RP","Heath Hembree",4000,"Bos@Tor 07:07PM ET",5.695,"Bos"
"SP","Domingo German",4000,"NYY@TB 07:10PM ET",0,"NYY"
"RP","Chasen Shreve",4000,"NYY@TB 07:10PM ET",2.292,"NYY"
"OF","Adam Duvall",4000,"Cin@Mil 08:10PM ET",6.786,"Cin"
"RP","Kyle Ryan",4000,"Det@Oak 10:05PM ET",1.882,"Det"
"RP","Gabriel Ynoa",4000,"LAD@NYM 07:10PM ET",0,"NYM"
"RP","Cody Allen",4000,"Bal@Cle 07:10PM ET",3.427,"Cle"
"SP","Zach Neal",4000,"Det@Oak 10:05PM ET",-2.725,"Oak"
"RP","Adam Liberatore",4000,"LAD@NYM 07:10PM ET",2.442,"LAD"
"OF","Evan Gattis",4000,"Hou@LAA 10:05PM ET",6.310,"Hou"
"RP","Blake Treinen",4000,"StL@Was 07:05PM ET",3.109,"Was"
"RP","Andrew Triggs",4000,"Det@Oak 10:05PM ET",2.656,"Oak"
"RP","Casey Sadler",4000,"Pit@Tex 08:05PM ET",0,"Pit"
"RP","Dayan Diaz",4000,"Cin@Mil 08:10PM ET",1.975,"Cin"
"SP","Dillon Overton",4000,"Det@Oak 10:05PM ET",0,"Oak"
"RP","Alex Claudio",4000,"Pit@Tex 08:05PM ET",2.875,"Tex"
"RP","Keith Hessler",4000,"SD@Ari 09:40PM ET",-2.583,"SD"
"SP","Chad Green",4000,"NYY@TB 07:10PM ET",5.600,"NYY"
"RP","Dan Winkler",4000,"Mia@Atl 07:35PM ET",4.217,"Atl"
"RP","Frankie Montas",4000,"LAD@NYM 07:10PM ET",0,"LAD"
"RP","Nefi Ogando",4000,"Mia@Atl 07:35PM ET",2.317,"Mia"
"RP","Michael Feliz",4000,"Hou@LAA 10:05PM ET",8.760,"Hou"
"RP","Tony Zych",4000,"Min@Sea 10:10PM ET",5.140,"Sea"
"RP","Andrew McKirahan",4000,"Mia@Atl 07:35PM ET",0,"Atl"
"RP","R.J. Alvarez",4000,"Det@Oak 10:05PM ET",0,"Oak"
"RP","Roberto Osuna",4000,"Bos@Tor 07:07PM ET",4.269,"Tor"
"SP","Luis Perdomo",4000,"SD@Ari 09:40PM ET",0.558,"SD"
"RP","Miguel Almonte",4000,"CWS@KC 08:15PM ET",0,"KC"
"RP","Andrew Chafin",4000,"SD@Ari 09:40PM ET",1.141,"Ari"
"RP","Carter Capps",4000,"Mia@Atl 07:35PM ET",0,"Mia"
"RP","Evan Marshall",4000,"SD@Ari 09:40PM ET",0.488,"Ari"
"RP","Tony Cingrani",4000,"Cin@Mil 08:10PM ET",2.257,"Cin"
"SP","Mike Clevinger",4000,"Bal@Cle 07:10PM ET",5.825,"Cle"
"RP","Carson Smith",4000,"Bos@Tor 07:07PM ET",2.733,"Bos"
"RP","Ryan Merritt",4000,"Bal@Cle 07:10PM ET",0,"Cle"
"RP","Branden Pinder",4000,"NYY@TB 07:10PM ET",-2.150,"NYY"
"2B","Rougned Odor",4000,"Pit@Tex 08:05PM ET",8.239,"Tex"
"RP","Carlos Estevez",4000,"SF@Col 08:40PM ET",3.046,"Col"
"RP","Nick Goody",4000,"NYY@TB 07:10PM ET",4.594,"NYY"
"RP","Joe Biagini",4000,"Bos@Tor 07:07PM ET",3.907,"Tor"
"RP","Kyle Barraclough",4000,"Mia@Atl 07:35PM ET",4.065,"Mia"
"RP","Keone Kela",4000,"Pit@Tex 08:05PM ET",3.664,"Tex"
"OF","Mac Williamson",4000,"SF@Col 08:40PM ET",2.625,"SF"
"SP","Austin Voth",4000,"StL@Was 07:05PM ET",0,"Was"
"RP","Warwick Saupold",4000,"Det@Oak 10:05PM ET",7.583,"Det"
"SP","Antonio Senzatela",4000,"SF@Col 08:40PM ET",0,"Col"
"SP","Lucas Sims",4000,"Mia@Atl 07:35PM ET",0,"Atl"
"RP","Matt Bowman",4000,"StL@Was 07:05PM ET",3.033,"StL"
"SP","Carson Fulmer",4000,"CWS@KC 08:15PM ET",0,"CWS"
"SP","Josh Hader",4000,"Cin@Mil 08:10PM ET",0,"Mil"
"RP","Shae Simmons",4000,"Mia@Atl 07:35PM ET",0,"Atl"
"RP","Ryan Dull",4000,"Det@Oak 10:05PM ET",3.785,"Oak"
"RP","Ryan Garton",4000,"NYY@TB 07:10PM ET",-5.100,"TB"
"RP","Miguel Castro",4000,"SF@Col 08:40PM ET",3.875,"Col"
"RP","Nick Rumbelow",4000,"NYY@TB 07:10PM ET",0,"NYY"
"SP","Jeff Hoffman",4000,"SF@Col 08:40PM ET",0,"Col"
"RP","Francis Martes",4000,"Hou@LAA 10:05PM ET",0,"Hou"
"SP","Braden Shipley",4000,"SD@Ari 09:40PM ET",0,"Ari"
"SP","Hunter Harvey",4000,"Bal@Cle 07:10PM ET",0,"Bal"
"RP","Corey Knebel",4000,"Cin@Mil 08:10PM ET",0,"Mil"
"RP","Chad Girodo",4000,"Bos@Tor 07:07PM ET",1.215,"Tor"
"SP","Chad Kuhl",4000,"Pit@Tex 08:05PM ET",0,"Pit"
"SP","Nate Smith",4000,"Hou@LAA 10:05PM ET",0,"LAA"
"SP","Alex Reyes",4000,"StL@Was 07:05PM ET",0,"StL"
"RP","Zac Curtis",4000,"SD@Ari 09:40PM ET",2.922,"Ari"
"RP","Greg Mahle",4000,"Hou@LAA 10:05PM ET",1.661,"LAA"
"SS","Jose Reyes",3900,"SF@Col 08:40PM ET",0,"Col"
"OF","Rajai Davis",3900,"Bal@Cle 07:10PM ET",8.024,"Cle"
"1B","Chris Carter",3900,"Cin@Mil 08:10PM ET",8.467,"Mil"
"OF","Khris Davis",3900,"Det@Oak 10:05PM ET",7.533,"Oak"
"2B","DJ LeMahieu",3900,"SF@Col 08:40PM ET",7.256,"Col"
"3B","Kyle Seager",3900,"Min@Sea 10:10PM ET",8.133,"Sea"
"C","Yan Gomes",3900,"Bal@Cle 07:10PM ET",6.114,"Cle"
"OF","Starling Marte",3900,"Pit@Tex 08:05PM ET",9.116,"Pit"
"2B","Jonathan Schoop",3900,"Bal@Cle 07:10PM ET",6.756,"Bal"
"3B/OF","Brandon Drury",3900,"SD@Ari 09:40PM ET",7.000,"Ari"
"2B/SS","Kelby Tomlinson",3900,"SF@Col 08:40PM ET",4.333,"SF"
"1B","Tyler White",3900,"Hou@LAA 10:05PM ET",5.854,"Hou"
"OF","Carlos Beltran",3800,"NYY@TB 07:10PM ET",7.565,"NYY"
"1B","Albert Pujols",3800,"Hou@LAA 10:05PM ET",7.213,"LAA"
"1B","Mark Reynolds",3800,"SF@Col 08:40PM ET",6.341,"Col"
"OF","Mark Trumbo",3800,"Bal@Cle 07:10PM ET",9.111,"Bal"
"SS","Elvis Andrus",3800,"Pit@Tex 08:05PM ET",6.767,"Tex"
"OF","David Peralta",3800,"SD@Ari 09:40PM ET",7.212,"Ari"
"C","Chris Herrmann",3800,"SD@Ari 09:40PM ET",7.885,"Ari"
"OF","Billy Burns",3800,"Det@Oak 10:05PM ET",7.119,"Oak"
"OF","Chris Owings",3800,"SD@Ari 09:40PM ET",6.705,"Ari"
"C","Brett Nicholas",3800,"Pit@Tex 08:05PM ET",7.500,"Tex"
"OF","Marlon Byrd",3700,"Bal@Cle 07:10PM ET",6.161,"Cle"
"OF","Ryan Raburn",3700,"SF@Col 08:40PM ET",4.686,"Col"
"OF","Justin Ruggiano",3700,"Pit@Tex 08:05PM ET",7.000,"Tex"
"SS","Troy Tulowitzki",3700,"Bos@Tor 07:07PM ET",6.556,"Tor"
"OF","Colby Rasmus",3700,"Hou@LAA 10:05PM ET",7.244,"Hou"
"OF","Brett Gardner",3700,"NYY@TB 07:10PM ET",7.114,"NYY"
"C","Nick Hundley",3700,"SF@Col 08:40PM ET",7.214,"Col"
"2B","Daniel Murphy",3700,"StL@Was 07:05PM ET",9.413,"Was"
"OF","Billy Hamilton",3700,"Cin@Mil 08:10PM ET",5.225,"Cin"
"SS","Jonathan Villar",3700,"Cin@Mil 08:10PM ET",8.711,"Mil"
"OF","Kole Calhoun",3700,"Hou@LAA 10:05PM ET",7.348,"LAA"
"OF","Delino DeShields",3700,"Pit@Tex 08:05PM ET",6.100,"Tex"
"OF","Joc Pederson",3700,"LAD@NYM 07:10PM ET",7.178,"LAD"
"2B","Cory Spangenberg",3700,"SD@Ari 09:40PM ET",6.429,"SD"
"SS","Jimmy Rollins",3600,"CWS@KC 08:15PM ET",6.758,"CWS"
"OF","Josh Hamilton",3600,"Pit@Tex 08:05PM ET",0,"Tex"
"1B","Hanley Ramirez",3600,"Bos@Tor 07:07PM ET",7.935,"Bos"
"OF","Adam Jones",3600,"Bal@Cle 07:10PM ET",6.146,"Bal"
"SS","Alcides Escobar",3600,"CWS@KC 08:15PM ET",6.717,"KC"
"2B","Dustin Pedroia",3600,"Bos@Tor 07:07PM ET",8.689,"Bos"
"OF","Cameron Maybin",3600,"Det@Oak 10:05PM ET",13.000,"Det"
"C","Matt Wieters",3600,"Bal@Cle 07:10PM ET",6.774,"Bal"
"C","Jonathan Lucroy",3600,"Cin@Mil 08:10PM ET",7.136,"Mil"
"2B/3B","Wilmer Flores",3600,"LAD@NYM 07:10PM ET",3.526,"NYM"
"2B/SS","Ehire Adrianza",3600,"SF@Col 08:40PM ET",3.500,"SF"
"OF","Socrates Brito",3600,"SD@Ari 09:40PM ET",4.800,"Ari"
"2B","Devon Travis",3600,"Bos@Tor 07:07PM ET",6.000,"Tor"
"OF","Mallex Smith",3600,"Mia@Atl 07:35PM ET",6.105,"Atl"
"2B","Brandon Phillips",3500,"Cin@Mil 08:10PM ET",6.909,"Cin"
"OF","Melvin Upton Jr.",3500,"SD@Ari 09:40PM ET",7.146,"SD"
"C","Jarrod Saltalamacchia",3500,"Det@Oak 10:05PM ET",6.452,"Det"
"OF","Carlos Gomez",3500,"Hou@LAA 10:05PM ET",4.324,"Hou"
"3B","Luis Valbuena",3500,"Hou@LAA 10:05PM ET",5.585,"Hou"
"SS","Zack Cozart",3500,"Cin@Mil 08:10PM ET",7.632,"Cin"
"1B","Eric Hosmer",3500,"CWS@KC 08:15PM ET",8.130,"KC"
"3B","Conor Gillaspie",3500,"SF@Col 08:40PM ET",2.263,"SF"
