"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16721-8972","C","Tyler","Bozak","8.15999984741211","5","4300","TB@TOR","TOR","TB","","","",""
"16721-8327","D","Trevor","Daley","8.483333587646484","6","4300","FLA@PIT","PIT","FLA","","","",""
"16721-8336","C","Valtteri","Filppula","12.319999694824219","5","4300","TB@TOR","TB","TOR","","","",""
"16721-23229","W","Nail","Yakupov","9.333333333333334","6","4300","CGY@STL","STL","CGY","","","",""
"16721-8992","W","Colton","Sceviour","10","5","4200","FLA@PIT","FLA","PIT","","","",""
"16721-11158","D","T.J.","Brodie","5.683333079020183","6","4200","CGY@STL","CGY","STL","","","",""
"16721-39245","D","Jacob","Trouba","8.567901234567902","81","4200","WPG@DAL","WPG","DAL","","","",""
"16721-8295","C","Antoine","Vermette","4.799999872843425","6","4200","ANH@SJ","ANH","SJ","","","",""
"16721-12611","D","Alex","Petrovic","5.1200000762939455","5","4200","FLA@PIT","FLA","PIT","","","",""
"16721-8228","D","Dion","Phaneuf","8.95999984741211","5","4200","OTT@VAN","OTT","VAN","","","",""
"16721-58877","W","Conor","Sheary","10.199999809265137","4","4200","FLA@PIT","PIT","FLA","DTD","Eye","",""
"16721-8236","C","Matt","Cullen","10.883333841959635","6","4200","FLA@PIT","PIT","FLA","","","",""
"16721-8397","C","Brad","Richardson","12.640000152587891","5","4200","ARI@NJ","ARI","NJ","","","",""
"16721-8400","W","Teddy","Purcell","0","2","4200","CLS@LA","LA","CLS","","","",""
"16721-42478","C","Bo","Horvat","8.466666539510092","6","4200","OTT@VAN","VAN","OTT","","","",""
"16721-12494","W","Jiri","Hudler","0","2","4200","WPG@DAL","DAL","WPG","IR","Illness","",""
"16721-37881","D","Morgan","Rielly","10.240000152587891","5","4200","TB@TOR","TOR","TB","","","",""
"16721-64101","D","Noah","Hanifin","10.219999694824219","5","4100","CAR@DET","CAR","DET","","","",""
"16721-8956","D","Michael","Stone","4.800000190734863","2","4100","ARI@NJ","ARI","NJ","","","",""
"16721-12952","D","Jake","Gardiner","10.240000152587891","5","4100","TB@TOR","TOR","TB","","","",""
"16721-8211","D","Tyler","Myers","8.480000305175782","5","4100","WPG@DAL","WPG","DAL","","","",""
"16721-8348","D","Niklas","Kronwall","7.229687690734863","64","4100","CAR@DET","DET","CAR","IR","Knee","",""
"16721-8475","C","Travis","Zajac","8.9","5","4100","ARI@NJ","NJ","ARI","","","",""
"16721-12299","D","David","Savard","8.399999618530273","4","4100","CLS@LA","CLS","LA","","","",""
"16721-8636","C","Patrik","Berglund","8.40000025431315","6","4100","CGY@STL","STL","CGY","","","",""
"16721-8620","W","Jamie","McGinn","8.319047473725819","84","4100","ARI@NJ","ARI","NJ","IR","Upper body","",""
"16721-15333","W","Antoine","Roussel","9.11999969482422","5","4000","WPG@DAL","DAL","WPG","","","",""
"16721-39146","W","Tobias","Rieder","7.2","5","4000","ARI@NJ","ARI","NJ","","","",""
